NEAREST_AGENCY_DISTANCE,NEAREST_AGENCY_DUREE,NEAREST_AGENCY_LABEL,ZIP_CODE
113207,84,Bordeaux,40420
228254,133,Toulouse,64150
23876,23.483333333,Nantes,44330
163973,120,Dijon,58420
164868,109,Bordeaux,24210
160564,108,Bordeaux,32150
105124,90,Grenoble,5220
201168,120,Toulouse,19600
154242,106,Clermont-Ferrand,18350
93091,62.916666667,Rennes,53210
166306,108,Toulouse,32730
67569,49,Bordeaux,40460
10702,12,Metz,57159
23541,19,Dijon,21370
23778,21,Metz,57530
92429,55,Reims,8330
32117,49,Lille,59117
137966,84,Toulouse,46240
114490,76,Nantes,85410
150937,101,Toulouse,47600
85052,57,Metz,55110
106454,79,Toulouse,9240
73000,62,Poitiers,86290
92198,67,Dijon,71310
110814,73.25,Rennes,22520
80339,65,Clermont-Ferrand,15270
253800,143,Clermont-Ferrand,87270
37132,32,Aix-en-Provence,13112
35827,34.366666667,Tours,41310
30396,25.716666667,Rennes,35220
154042,100,Toulouse,65440
77872,50.7,Lorient,56230
164682,101,Toulouse,46350
73313,43,Lille,59281
180551,107,Bordeaux,40230
111025,74,Lille,62560
83748,57.766666667,Tours,49680
9242,27,Lille,59790
151403,100,Bordeaux,16260
162529,95,Montpellier,66470
133456,93,Lyon,39150
68575,64,Metz,57260
45212,44,Toulouse,31250
16218,34,Toulouse,31240
80535,67,Annecy,73570
26539,23,Toulouse,31790
115739,80,Reims,55800
9064,10,Lyon,69330
70502,68.6,Brest,29570
3855,19,Bordeaux,33290
103458,65,Dijon,71290
9316,13,Lille,59251
11863,14.716666667,Lorient,56650
64145,53,Cergy-Pontoise,60940
47903,42.483333333,Saint-Germain-en-Laye,27540
127324,92.933333333,Rouen,61190
4124,20,Paris,92170
143337,85,Dijon,88140
59159,51.233333333,Nantes,49410
19131,16.716666667,Nantes,44840
95373,67,Bordeaux,16130
73404,66,Bordeaux,33115
190730,116,Toulouse,46600
174445,130,Clermont-Ferrand,12460
53249,43,Avignon,30129
92859,92,Montpellier,30125
44640,34,Aix-en-Provence,13500
29495,32,Annecy,74520
59806,45,Rouen,76660
80081,58.516666667,Rennes,56800
65828,39,Donzère (reprise uniquement),26760
120062,72.183333333,Les Ulis,28400
86668,54.483333333,Tours,72560
164137,102,Tours,79420
203985,133,Toulouse,65400
139663,85,Lille,62250
142087,98,Nantes,17140
103019,82,Dijon,71550
101434,61,Clermont-Ferrand,3210
178435,103,Bordeaux,40530
15313,33,Paris,93260
124311,92,Lyon,43200
154263,100,Strasbourg,68640
67794,49,Lille,59154
12985,17.266666667,Brest,29820
23863,41,Paris,95500
3774,4,Rouen,76800
153670,86,Montpellier,66510
68833,44,Caen,50410
79834,68,Reims,2380
3970,19,Lille,59139
31584,32.416666667,Lorient,56160
115662,69,Lille,62850
119095,74,Montpellier,11200
150392,99,Strasbourg,68560
156611,118,Toulouse,12220
8318,27,Lyon,69100
111201,79,Reims,2580
99795,92,Clermont-Ferrand,23130
111807,72,Dijon,52700
93410,91,Donzère (reprise uniquement),7510
132050,83.466666667,Caen,61250
8320,27,Melun,77310
151193,109.483333333,Brest,22870
109064,77,Nantes,85700
46935,34.55,Nantes,49230
29962,47,Lyon,69690
110422,79,Toulouse,11580
26466,43,Lille,59960
20688,19,Caen,14830
36000,32,Nemours,45210
71762,45,Toulouse,9700
18128,36,Cergy-Pontoise,95240
18975,22,Montpellier,34730
201776,121,Clermont-Ferrand,23240
59677,36,Lille,62113
102677,77,Grenoble,5140
70162,44,Caen,50860
59541,61,Donzère (reprise uniquement),7120
163945,130,Clermont-Ferrand,15000
178422,122,Bordeaux,40290
163730,96,Strasbourg,90850
76128,52,Toulouse,81140
97604,59,Dijon,39210
174669,106,Montpellier,66560
23046,17,Metz,54580
116807,89,Toulouse,9200
146895,98,Bordeaux,16140
24287,21,Reims,51380
1977,11,Saint-Germain-en-Laye,78630
142593,85,Clermont-Ferrand,48120
118137,87,Clermont-Ferrand,42190
91250,57,Caen,50190
25982,21,Aix-en-Provence,13010
93506,66.25,Brest,22420
104348,65.566666667,Rennes,53480
52613,44,Annecy,1630
53582,45,Rennes,50170
51309,39,Lyon,38138
18649,36,Les Ulis,78180
69603,46.416666667,Lorient,29000
82140,56,Reims,2810
119967,97,Dijon,58370
42591,35,Nice,6500
35457,29,Toulouse,31330
115760,101,Donzère (reprise uniquement),7520
34819,29.05,Lorient,29340
16616,17,Nice,6610
63790,44,Metz,54140
21685,39,Cergy-Pontoise,95110
187804,113,Clermont-Ferrand,23320
65735,47.783333333,Rennes,35870
14276,19,Aix-en-Provence,13109
55118,40,Caen,14620
64451,57,Grenoble,38142
75319,54,Grenoble,26620
119054,103,Tours,36350
88441,60,Metz,55150
68403,50,Dijon,21360
124126,90,Clermont-Ferrand,43770
63282,41,Toulon,83680
55688,49,Annecy,1350
48023,38,Strasbourg,67140
142581,92,Dijon,71430
18355,18,Metz,57130
77218,64,Lyon,42140
53082,41,Metz,54760
225690,138,Toulouse,64360
121956,72,Toulouse,47550
172033,95,Bordeaux,17690
109985,71,Rouen,80820
75604,53,Clermont-Ferrand,42440
11140,8,Clermont-Ferrand,63430
110150,73,Clermont-Ferrand,15170
11203,13,Reims,51430
28000,25,Nemours,89690
48763,30,Reims,51600
109499,73,Caen,50590
110658,75,Metz,54118
67117,61,Tours,37600
107715,71,Caen,50110
12216,12,Metz,57155
108474,72,Toulouse,81340
52084,50.5,Tours,41360
107945,71,Reims,55250
33657,24,Lille,62210
72423,48,Metz,57515
61932,54,Clermont-Ferrand,63610
86038,54,Lille,59210
88319,73,Montpellier,12540
14495,11,Strasbourg,67204
8074,26,Sainte-Geneviève-des-Bois,91420
36168,30.433333333,Rennes,35380
54670,39.45,Rennes,22250
75626,64.383333333,Poitiers,49590
18837,36,Lille,59910
88435,56,Melun,89510
163441,100,Dijon,25113
16750,15,Nice,6600
93178,60,Montpellier,34310
41494,33,Dijon,21690
15813,15.316666667,Lorient,56520
13613,17,Mougins,6520
28129,25,Lille,59115
102559,71,Bordeaux,40160
41351,31,Clermont-Ferrand,3800
116896,71,Lille,62890
24215,41,Paris,95410
42517,32,Caen,14510
176901,115,Dijon,70300
7774,26,Bordeaux,33200
89231,58,Annecy,1100
105128,69,Reims,77139
39259,30,Montpellier,30740
17523,15,Lyon,1120
115574,88,Toulouse,32350
184421,149,Clermont-Ferrand,15150
60075,53,Bordeaux,33350
160170,93,Clermont-Ferrand,23270
94247,93,Donzère (reprise uniquement),26510
47591,28,Annecy,73290
34867,26.616666667,Rennes,35360
62375,62,Aix-en-Provence,4280
99896,59,Annecy,74400
73031,53,Bordeaux,33190
70011,48.383333333,Les Ulis,28110
68775,47,Lyon,1450
88180,69,Lille,59620
154172,93,Nantes,79000
95296,70.75,Nantes,49310
24051,15,Strasbourg,67410
123313,88,Dijon,89160
94975,72.583333333,Rouen,27160
72343,44,Montpellier,34500
5778,24,Paris,92330
166108,155,Grenoble,5470
416,1,Rouen,76920
61581,47,Reims,2150
104128,92,Tours,36500
104364,74,Rouen,80530
152288,92,Toulouse,65350
64751,43,Lille,59300
202119,130,Toulouse,64800
64847,51,Toulouse,11420
93455,85.783333333,Tours,72300
69441,41,Dijon,39350
46018,32,Lille,59179
84894,64.783333333,Rennes,53970
61078,57.016666667,Tours,41160
161627,112,Toulouse,12850
54020,44,Montpellier,34530
62114,45,Lille,59970
100516,78,Toulouse,32550
233591,146,Bordeaux,64780
68851,43,Clermont-Ferrand,43450
62450,54,Bordeaux,33950
71779,52,Montpellier,34720
126751,81.55,Tours,72240
22227,39,Les Ulis,78190
16018,34,Paris,94380
21367,39,Sainte-Geneviève-des-Bois,91850
248329,167,Bordeaux,64130
96273,74,Metz,54330
162404,100,Tours,79260
19168,37,Saint-Germain-en-Laye,78450
18926,22,Avignon,30650
34094,25,Aix-en-Provence,13620
101977,66,Reims,2410
94469,60,Strasbourg,57770
10884,29,Saint-Germain-en-Laye,78260
136432,103,Toulouse,12550
66539,55,Lyon,42740
8023,26,Paris,75017
55667,52,Toulon,83420
83863,51,Annecy,1130
93595,70,Clermont-Ferrand,3220
48440,64,Les Ulis,78125
58446,42,Melun,89370
98061,59,Dijon,25870
42627,40,Annecy,73340
137754,82,Bordeaux,40260
49777,39,Toulouse,81630
37517,27,Montpellier,34110
156865,100,Bordeaux,40465
79454,52,Lille,80122
38098,28,Toulouse,81370
120440,73,Dijon,52370
44993,45,Reims,8400
159329,103,Bordeaux,16450
58872,48,Cergy-Pontoise,60290
29062,23.633333333,Rennes,35137
39175,33.95,Rennes,35680
23624,41,Toulouse,31830
130619,86,Strasbourg,68440
88106,75,Lyon,1110
34239,22,Caen,14160
73121,68,Donzère (reprise uniquement),7330
170790,115,Toulouse,65170
89388,61,Strasbourg,68124
101165,71.55,Rennes,22000
32747,39.55,Rouen,27850
182831,128,Clermont-Ferrand,23360
98435,85.3,Lorient,22200
28277,45,Melun,77370
22762,40,Lille,59200
19943,20,Nice,6790
19713,37,Melun,91890
87161,53,Strasbourg,68127
108015,78,Aix-en-Provence,4360
56769,40,Reims,2840
20615,19,Toulon,83400
26478,43,Paris,95580
74521,43,Lille,59231
77340,57.466666667,Lorient,22460
62993,41,Clermont-Ferrand,3500
4268,21,Les Ulis,91140
52825,37,Clermont-Ferrand,63120
64350,41,Lille,59554
13288,18,Mougins,6130
93851,66,Rennes,50140
194414,115,Clermont-Ferrand,23800
10535,14,Lille,59273
148535,103,Clermont-Ferrand,58300
45079,39,Lyon,1400
5416,8,Mougins,6580
29459,30,Metz,54890
118685,77,Cergy-Pontoise,80136
19310,17,Rouen,76410
4091,5,Avignon,84700
57688,33,Strasbourg,57635
35397,28,Aix-en-Provence,13820
50410,53,Montpellier,30170
122455,102,Donzère (reprise uniquement),43430
25074,42,Melun,77610
7605,13,Tours,37210
91160,73,Nantes,85800
46002,31,Metz,54820
20267,21,Avignon,30150
71857,47,Grenoble,73460
83307,60,Melun,89500
140369,81,Dijon,88300
141755,90,Bordeaux,17400
138098,93,Nantes,17230
46048,36,Lyon,38460
49660,36,Metz,54340
199834,130,Bordeaux,24270
126861,77,Toulouse,47450
50419,30,Clermont-Ferrand,63650
141516,92,Dijon,58530
61662,54.5,Lorient,29540
85558,57,Toulouse,81000
156388,116,Bordeaux,24260
18846,14,Lille,62119
23150,28,Toulon,83136
40579,34,Lyon,38200
119593,82,Strasbourg,54122
38667,55,Paris,95720
81603,55,Bordeaux,40410
43426,36,Montpellier,34200
33680,27,Reims,51160
33503,26,Lille,59552
145101,92,Strasbourg,68118
218633,122,Clermont-Ferrand,87380
72561,56,Lyon,42780
9440,8,Toulon,83260
37557,30,Strasbourg,67360
29887,26,Bordeaux,33750
36188,29.583333333,Nantes,44130
75095,62.866666667,Lorient,29246
5359,6.966666667,Rennes,35760
8023,26,Paris,75018
61130,47,Lille,59173
83524,52,Strasbourg,67970
136095,115,Annecy,73150
102962,61,Clermont-Ferrand,42510
67011,46,Metz,54400
37426,26,Strasbourg,67210
65870,45,Mougins,83830
111631,76,Paris,60310
92333,61,Bordeaux,17120
104588,76,Rouen,80460
77850,70,Clermont-Ferrand,63940
87527,58.283333333,Sainte-Geneviève-des-Bois,28310
76122,51.283333333,Nantes,49360
101026,69,Clermont-Ferrand,42300
111713,85,Toulouse,12270
19641,37,Lyon,69200
42559,38,Nice,6450
87325,65.35,Lorient,56640
56854,42,Metz,54620
85370,66,Strasbourg,68410
59815,49,Reims,2130
71650,68,Montpellier,30460
10585,29,Sainte-Geneviève-des-Bois,91130
66559,43,Strasbourg,68970
183174,112,Tours,18220
96251,68,Montpellier,30480
63322,49,Lille,59920
68244,52,Cergy-Pontoise,60480
132241,95,Bordeaux,17570
120400,95,Lyon,43190
50161,34,Rouen,76270
77903,70,Toulouse,81090
42496,33,Metz,57320
127047,70,Melun,10420
55924,37,Aix-en-Provence,13140
17485,35,Cergy-Pontoise,95630
5411,6,Rouen,76000
157155,96,Dijon,70200
125488,83,Melun,89550
24272,41,Lyon,69320
38387,35,Dijon,21410
171522,107,Tours,79190
81606,65,Clermont-Ferrand,63220
63610,43.316666667,Tours,41330
161933,112,Toulouse,12390
129650,90,Lyon,39130
123742,76,Montpellier,34210
8000,10,Poitiers,86000
77502,90,Donzère (reprise uniquement),30410
26471,26,Clermont-Ferrand,63230
175470,108,Strasbourg,90600
89104,59,Grenoble,26350
42856,36,Montpellier,30420
52720,33,Toulon,83550
210808,134,Toulouse,65110
41754,34.666666667,Lorient,56630
56700,41,Dijon,39500
156204,113,Strasbourg,68580
56565,43,Grenoble,38980
63341,39,Strasbourg,57405
22318,16,Clermont-Ferrand,63140
136267,83,Dijon,88410
63146,49,Bordeaux,17360
60748,75,Paris,60440
141032,88,Strasbourg,68730
207964,114,Clermont-Ferrand,19100
81621,55.783333333,Rouen,28350
31633,48,Les Ulis,78730
156044,112,Dijon,58800
33532,23,Bordeaux,33620
36395,32,Caen,14240
13503,31,Lille,59350
62113,43,Aix-en-Provence,83860
111008,72,Reims,10380
155636,122,Toulouse,12700
12519,16,Nice,6100
74903,50,Rennes,50111
182554,102,Clermont-Ferrand,19330
50758,35,Lille,59580
89833,71,Toulouse,82270
39758,56,Melun,77174
18721,36,Sainte-Geneviève-des-Bois,91540
65748,51,Lyon,42131
90652,60,Reims,2140
7043,25,Paris,92350
21237,38,Paris,94370
171183,116,Bordeaux,16150
63016,55,Caen,14100
66155,47.2,Rennes,56430
148868,104,Dijon,25520
127883,79.416666667,Caen,61420
11129,13,Montpellier,34070
34843,33.616666667,Tours,72340
9958,11,Avignon,84450
75773,57,Lyon,42570
40550,24,Lyon,1480
106679,70,Toulouse,31800
86151,56,Bordeaux,24610
17793,17.066666667,Nantes,44521
21557,39,Paris,93340
24401,41,Lille,59223
7956,26,Les Ulis,91190
108845,100,Montpellier,48110
18234,22,Reims,51500
163659,138,Toulouse,66760
19008,21,Toulouse,31590
201670,143,Bordeaux,87310
67528,45,Rouen,78840
73684,47,Reims,2210
20677,38,Lyon,69370
9995,12,Avignon,30133
13398,19,Avignon,84130
177961,120,Bordeaux,24290
124196,78,Strasbourg,68120
164938,115,Dijon,25790
29501,27,Annecy,74930
81984,75.866666667,Tours,72270
89507,67,Lille,59168
36902,30.233333333,Rennes,35560
92493,61,Reims,8700
72111,60,Cergy-Pontoise,60112
14141,32,Paris,78140
120158,100,Dijon,58430
60487,49.216666667,Saint-Germain-en-Laye,27730
145316,90,Rouen,80790
19269,20,Avignon,30390
43558,46,Toulouse,81470
39088,29,Mougins,83700
120382,80,Bordeaux,47350
93850,68.483333333,Nantes,56760
98126,62,Dijon,25720
103361,67.633333333,Nantes,49670
16770,34,Lille,59118
166909,99,Montpellier,66280
703,6,Sainte-Geneviève-des-Bois,91700
48461,36,Clermont-Ferrand,63300
63623,43,Metz,54500
147690,132,Grenoble,5340
132215,84,Strasbourg,68116
51733,38,Aix-en-Provence,13270
23469,17,Metz,57190
17999,35,Paris,94190
62553,44.133333333,Lorient,22580
50128,37,Aix-en-Provence,13920
5306,9,Strasbourg,67205
49660,36,Lyon,69640
117275,68,Montpellier,11130
133163,82,Clermont-Ferrand,48140
157475,95,Clermont-Ferrand,23140
111319,73,Lille,80930
23124,40,Melun,77380
91061,67.583333333,Lorient,29750
102620,77.816666667,Nantes,49540
144229,96,Toulouse,65410
20478,38,Sainte-Geneviève-des-Bois,91480
19805,37,Paris,95100
95294,58,Lille,80121
101019,87,Tours,36320
107217,63,Les Ulis,45100
68762,44,Metz,57460
9000,14,Nemours,77690
96370,60,Lille,62380
101917,77,Strasbourg,68140
127731,91,Aix-en-Provence,4000
100247,93,Clermont-Ferrand,63660
22014,22,Tours,37400
160646,101,Nantes,79270
31417,48,Cergy-Pontoise,95770
222333,127,Bordeaux,64700
106977,80,Montpellier,30110
123689,94,Montpellier,12250
91691,70,Lyon,43110
80140,58.85,Rennes,22130
80492,54,Reims,2250
26985,23,Rouen,76570
1652,10,Bordeaux,33520
69113,43,Toulouse,9340
161637,96,Toulouse,65310
19725,17.4,Rennes,35630
70218,43,Dijon,71530
92134,64,Rouen,76790
116778,86,Toulouse,11230
78300,48,Aix-en-Provence,4700
106104,78,Bordeaux,16720
27000,32,Poitiers,86300
32467,23,Reims,8300
175032,139,Toulouse,46270
11530,11,Clermont-Ferrand,63118
92153,56,Rennes,50870
82912,55.883333333,Brest,22780
8023,26,Paris,75019
51866,49,Metz,55210
117215,85.116666667,Lorient,22170
59671,44,Lille,59243
27256,21,Bordeaux,33870
8749,27,Melun,77190
17564,35,Cergy-Pontoise,95370
21557,39,Paris,93320
25181,42,Saint-Germain-en-Laye,78930
100945,72.116666667,Lorient,22800
78421,48,Grenoble,26540
109732,68,Montpellier,11440
15973,19,Dijon,21120
111168,89,Lyon,71800
142815,97.8,Tours,53700
74431,49,Rouen,76110
115550,74.566666667,Rennes,53340
67000,51,Poitiers,37350
71740,51.05,Nantes,44720
155726,101,Clermont-Ferrand,36160
84961,69,Lyon,69240
9026,27,Sainte-Geneviève-des-Bois,91380
13134,31,Les Ulis,91680
82843,57,Reims,2310
124227,88,Bordeaux,24380
138650,92,Bordeaux,16110
13177,13,Caen,14920
35549,33,Aix-en-Provence,13490
23726,23,Lille,59780
23248,28.033333333,Lorient,56550
43231,33,Dijon,21700
70501,49,Rennes,35730
71036,50,Metz,54850
89799,72,Aix-en-Provence,4550
153277,87,Montpellier,66380
58536,41,Grenoble,38260
10218,11,Lyon,38280
171929,115,Bordeaux,16490
200843,124,Toulouse,64350
12715,31,Bordeaux,33310
21640,39,Paris,93220
122780,96,Tours,36150
67605,51.033333333,Nantes,49340
89813,80.766666667,Lorient,22390
101197,70,Toulouse,81400
137888,111,Montpellier,48220
41221,32.8,Rennes,35270
92095,61.4,Tours,41230
15000,28,Poitiers,86340
39146,35.933333333,Rouen,27400
103426,78,Lyon,43620
97696,69,Toulouse,9600
99543,69,Dijon,71330
199134,128,Bordeaux,64270
40689,27,Metz,57113
31451,34,Lille,62670
165651,94,Dijon,25550
89666,55.05,Nantes,49480
162430,110,Bordeaux,24340
104638,71.2,Caen,61600
126462,114,Tours,36800
172953,115,Bordeaux,16500
53857,52,Clermont-Ferrand,63470
32353,49,Paris,77164
35601,34,Montpellier,30111
36025,28,Aix-en-Provence,83910
107358,89.816666667,Rennes,61330
26073,23,Toulouse,31860
28707,45,Les Ulis,78310
55669,35,Dijon,39100
147834,89,Bordeaux,40000
51683,39.15,Lorient,29920
15109,33,Paris,94210
17438,15,Aix-en-Provence,13730
30306,20.666666667,Lorient,56150
81175,52.6,Les Ulis,28360
135118,99,Metz,88390
10518,29,Saint-Germain-en-Laye,78570
15024,33,Cergy-Pontoise,95220
15631,19,Mougins,6650
98242,74,Lille,62310
62598,43,Metz,54130
82360,60,Lille,59600
41343,40,Bordeaux,33420
31299,28,Rouen,76850
150835,94.716666667,Caen,72590
89290,56,Donzère (reprise uniquement),7370
79135,46,Lyon,71850
85159,53,Clermont-Ferrand,3170
81133,57,Strasbourg,67260
136221,99,Lyon,43800
21020,20,Avignon,30126
161521,102,Strasbourg,90200
78737,49,Lyon,1000
61979,41,Metz,54280
79190,56,Metz,54210
86382,58,Dijon,71640
41394,39,Clermont-Ferrand,63740
24092,19,Annecy,74150
66775,39,Clermont-Ferrand,3700
116673,87,Toulouse,82160
31992,32.983333333,Brest,29450
52743,47,Annecy,73790
138761,113,Dijon,58250
181569,108,Bordeaux,40800
274518,185,Toulouse,64490
46684,45,Rouen,76220
176154,95,Clermont-Ferrand,19390
42000,43,Nemours,77118
123598,82.5,Caen,61270
116882,75,Melun,89470
106826,67,Lyon,39360
11129,13,Montpellier,34080
11729,9,Grenoble,38800
86043,64,Reims,51300
79711,53,Aix-en-Provence,4210
70532,65.65,Tours,41270
18632,18,Strasbourg,67118
5148,5,Tours,37200
111314,96,Grenoble,5240
9422,28,Paris,91370
24558,22,Aix-en-Provence,13220
6780,25,Sainte-Geneviève-des-Bois,91170
160686,99,Strasbourg,90340
215815,137,Clermont-Ferrand,87370
144621,102,Metz,88220
51370,42,Cergy-Pontoise,60660
33565,32,Rouen,76750
73659,61,Lille,59218
34841,24,Avignon,84550
66000,63,Poitiers,86390
29790,46,Paris,77184
20000,23,Nemours,77123
83814,64,Metz,54260
37937,29,Aix-en-Provence,13821
137105,84,Reims,10280
126897,89,Reims,52170
146199,100,Metz,88460
65036,79,Paris,60300
45820,35,Clermont-Ferrand,63500
123770,83,Caen,50440
94278,74,Rennes,50720
100502,68.083333333,Les Ulis,28800
37264,32.533333333,Cergy-Pontoise,27140
11750,30,Lyon,69005
16527,14,Strasbourg,67240
10924,9,Grenoble,38640
79252,62,Dijon,71490
175319,112,Clermont-Ferrand,18290
111274,68,Strasbourg,68360
15201,17,Lille,59185
179638,123,Clermont-Ferrand,48170
14202,32,Saint-Germain-en-Laye,78620
76744,55.966666667,Rennes,35800
13873,32,Paris,92200
11900,30,Saint-Germain-en-Laye,78124
85338,87,Clermont-Ferrand,23260
35384,42,Montpellier,30260
177964,127,Nantes,17590
94430,78,Nice,4170
71693,70,Annecy,73620
71277,53,Clermont-Ferrand,63930
5655,8,Clermont-Ferrand,63110
94155,57,Aix-en-Provence,4190
33301,50,Melun,91590
165375,94,Dijon,25420
169990,118,Dijon,25140
139663,86,Strasbourg,68510
110696,82,Lille,62140
71023,62,Donzère (reprise uniquement),7240
105514,84,Clermont-Ferrand,3290
59892,38,Dijon,39700
52296,35,Metz,54880
87745,55,Caen,50570
169289,111,Melun,58220
40000,29,Poitiers,86410
25219,42,Melun,94520
6193,8,Metz,57280
87460,57,Lille,59142
118690,91.283333333,Tours,41600
126018,76,Toulouse,47390
203121,112,Clermont-Ferrand,19510
180647,118,Tours,79500
61186,36,Donzère (reprise uniquement),7500
48029,33,Metz,57890
23000,25,Poitiers,86370
131483,92,Reims,55500
5279,24,Lyon,69150
13408,31,Paris,93310
8023,26,Paris,75001
163814,117,Clermont-Ferrand,23340
180421,124,Clermont-Ferrand,87120
31000,24,Poitiers,86110
147025,107,Bordeaux,47330
62923,43.733333333,Les Ulis,28000
55000,45,Nemours,89140
78331,69,Dijon,21400
134923,81,Les Ulis,45110
116637,96,Annecy,74390
141997,95,Toulouse,9390
60130,53,Strasbourg,57960
69844,58,Lyon,42520
1099,8,Paris,94250
5494,11,Mougins,6550
27154,18,Lille,62221
5848,24,Melun,77350
206410,129,Montpellier,66730
9737,28,Sainte-Geneviève-des-Bois,91090
93281,69,Annecy,74500
107068,76,Caen,50550
27081,26.533333333,Rouen,27690
71947,69.05,Tours,72320
79665,58,Lyon,42700
167877,100,Montpellier,66180
137438,82,Dijon,89700
115860,72,Cergy-Pontoise,80000
97433,59,Reims,77640
45631,31,Annecy,73420
169749,111,Clermont-Ferrand,15110
105770,63,Bordeaux,17260
66470,59,Strasbourg,57415
166593,118,Bordeaux,24470
106190,65,Dijon,71210
127024,91,Lyon,43130
142560,100,Metz,88600
66152,66,Donzère (reprise uniquement),7530
78764,75,Metz,55260
117470,82,Reims,52410
105362,62,Les Ulis,45650
152321,99,Tours,18380
51548,66,Paris,60950
51083,37,Lyon,1090
5786,5,Reims,51350
56001,38,Dijon,71133
52254,49,Montpellier,34190
11750,30,Lyon,69007
110305,79,Strasbourg,88480
77507,51,Paris,60126
90603,79,Bordeaux,33123
112628,67,Dijon,89420
121108,73,Strasbourg,68100
93612,64.983333333,Tours,41240
12829,31,Sainte-Geneviève-des-Bois,91270
60585,47.4,Rouen,27800
19096,37,Les Ulis,78460
80337,55,Caen,14500
39345,55,Paris,77410
14322,32,Bordeaux,33150
85212,55,Reims,8090
149483,92,Bordeaux,24330
117498,80,Aix-en-Provence,4660
16181,34,Paris,93200
123532,88,Clermont-Ferrand,15260
148871,98,Bordeaux,24640
112512,80.466666667,Brest,22450
109605,73,Dijon,39570
124269,85,Bordeaux,24520
148122,135,Clermont-Ferrand,23400
62828,50,Montpellier,34800
183364,111,Dijon,25310
100974,78,Reims,51250
72000,17,Nemours,77460
30886,28,Clermont-Ferrand,63210
33378,50,Saint-Germain-en-Laye,78200
86842,68,Cergy-Pontoise,60210
81263,55.35,Lorient,56750
27827,45,Melun,77173
36000,30,Nemours,77130
17974,15,Caen,14630
46039,44,Reims,8220
74773,66,Metz,55320
19373,19,Grenoble,38360
16241,34,Paris,92390
75521,59.333333333,Saint-Germain-en-Laye,27220
157680,98,Bordeaux,40090
71990,47,Lille,59159
9801,28,Paris,91300
74321,49,Lyon,69840
75747,49,Metz,55840
63224,44,Metz,54600
44974,36,Lille,59151
123569,84,Dijon,25290
49566,42,Montpellier,34810
30556,39,Cergy-Pontoise,60790
194024,118,Melun,58600
112295,67.766666667,Les Ulis,28480
62120,43,Lille,59122
91210,62,Lille,59630
56101,47,Caen,14110
106953,96,Clermont-Ferrand,23120
13399,31,Sainte-Geneviève-des-Bois,91100
150315,85,Tours,79340
41263,57,Paris,77144
48154,43,Strasbourg,67820
75228,57.533333333,Nantes,49120
62814,43,Metz,54420
17522,35,Paris,78170
11285,29,Paris,93400
18523,36,Paris,94450
138336,82,Bordeaux,17380
36854,29,Tours,37320
31424,48,Paris,77360
78859,63.166666667,Rennes,56200
89441,61,Nantes,85510
82149,67,Lille,62134
18389,13.833333333,Lorient,56440
164941,100,Strasbourg,90400
69482,43,Strasbourg,57400
116187,85,Metz,55140
115431,77,Bordeaux,17610
73693,62,Strasbourg,57720
24075,22,Bordeaux,33610
88323,73,Lille,80750
92002,76,Reims,51330
38050,35,Donzère (reprise uniquement),84820
60953,45,Grenoble,73390
65476,47,Toulouse,82290
129842,76,Dijon,89800
61796,48.166666667,Lorient,29170
148706,92,Reims,10260
109000,69,Lyon,1560
28500,45,Saint-Germain-en-Laye,78520
95716,63,Rouen,60960
56023,42.016666667,Lorient,29900
69369,59.033333333,Rennes,56910
21951,39,Lyon,69270
68443,57,Reims,2320
90583,59,Bordeaux,17800
80757,63,Toulouse,32120
87160,54,Lille,59279
59910,43,Rouen,76950
62415,50,Nice,4320
160842,89,Bordeaux,17340
63754,55,Rouen,60220
55300,56,Reims,8250
131011,94,Reims,8320
102585,69,Cergy-Pontoise,80680
116163,115,Montpellier,48150
33289,43,Donzère (reprise uniquement),7170
72990,56,Paris,60320
139423,102,Bordeaux,24150
66231,53,Lille,59144
22378,40,Lille,59890
117841,86,Toulouse,11250
20532,38,Melun,77133
84185,64,Dijon,21210
70601,44,Strasbourg,68150
125807,82,Toulouse,65670
121243,86,Bordeaux,17640
164194,108,Bordeaux,16270
27956,37.3,Lorient,56410
72243,43,Annecy,73240
118439,79,Dijon,39300
20609,38,Lille,59280
87280,67.916666667,Rennes,56350
13749,11,Clermont-Ferrand,63670
108784,59,Reims,2760
95570,62,Rouen,14290
120734,70,Clermont-Ferrand,3360
93871,58,Toulouse,11610
60594,59,Donzère (reprise uniquement),7460
18268,20.35,Rouen,27460
87366,54,Dijon,52360
93525,61,Montpellier,34370
78347,60,Paris,60127
139918,89,Tours,18330
103563,76,Caen,50580
125045,105,Dijon,58120
73227,47.416666667,Lorient,56120
54867,39,Caen,14450
95017,62.9,Rennes,22510
88651,59,Melun,89116
113949,74,Strasbourg,68740
114925,68,Strasbourg,68390
138060,89,Dijon,71420
141559,96,Melun,10130
24463,22,Bordeaux,33480
139290,107,Toulouse,11190
166517,115,Nantes,17670
132262,90,Caen,50340
8347,27,Saint-Germain-en-Laye,78480
157045,95,Rouen,62780
82141,58,Paris,60190
109390,64,Clermont-Ferrand,3100
99976,82,Lille,80670
37297,28,Toulouse,31660
43741,40,Reims,51530
80707,53,Paris,60880
101301,57,Les Ulis,45400
17307,35,Lille,59290
18403,18,Nice,6330
100217,62.2,Nantes,49800
177556,112,Clermont-Ferrand,23220
148379,113,Bordeaux,40310
5148,5,Tours,37100
